,track_x,track_y,dist,bpm_inc,key_x,mode_x,instrumentalness_x,speechiness_x,key_y,mode_y,instrumentalness_y,speechiness_y
473,Beyoncé - Drunk in Love.mp3,Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,0.043621012268868435,0.1380215873015873,5,0,0.00104,0.0468,6,0,0.00417,0.21
474,Tchami - Missing You.mp3,Love Regenerator - CP-1.mp3,0.04364253707265158,0.007866389492582405,8,1,0.00899,0.0564,10,0,0.147,0.0553
475,Kanye West - Fade.mp3,Drake - Nice For What.mp3,0.043673127122205856,0.13495513630425934,9,0,0.0,0.0908,8,1,0.000109,0.0705
476,Skrillex - Midnight Hour.mp3,Jack U - Mind (Malaa remix).mp3,0.04371352847951827,0.023821206349206304,0,1,0.000392,0.0685,6,1,0.0197,0.0538
477,Four Tet - Only Human.mp3,Disclosure - Latch.mp3,0.043772087001601734,0.04109487974029799,10,0,0.138,0.0691,1,1,0.000193,0.0919
478,Rufus Du Sol - Brighter.mp3,Jack U - Mind (Malaa remix).mp3,0.04380112549972512,0.04335369783099024,5,0,4.72e-05,0.0475,6,1,0.0197,0.0538
479,Jamie xx - Hold Tight.mp3,Galantis - Runaway (U&I).mp3,0.04382075547289962,0.0039758104996454055,1,1,0.936,0.0389,1,1,0.00193,0.0469
480,Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,Wild Cherry - Play That Funky Music (Gordo Edit).mp3,0.04400550206586421,0.0,6,0,0.00417,0.21,9,1,0.0,0.0619
481,"Daft Punk - Harder, Better, Faster, Stronger.mp3",ODESZA - Bloom (Lane 8 Remix).mp3,0.044043581805739015,0.012318283053249768,6,0,0.00263,0.14400000000000002,2,1,0.904,0.0437
482,Denzel Curry - SPEEDBOAT.mp3,Drake - Passionfruit.mp3,0.04404787985355085,0.07180746561886048,6,1,0.0,0.131,11,1,0.085,0.0396
483,Denzel Curry - SPEEDBOAT.mp3,Tchami - Missing You.mp3,0.04410938946404819,0.05811482990476674,6,1,0.0,0.131,8,1,0.00899,0.0564
484,Dillon Francis - Masta Blasta (THE REBIRTH).mp3,Travis Scott - SICKO MODE.mp3,0.04413449387604534,0.06908704678221382,7,1,0.119,0.414,8,1,0.0,0.222
485,Kanye West - Father Stretch My Hands Pt. 1.mp3,J Balvin - Mi Gente.mp3,0.044195923950973416,0.07744928972265351,7,1,0.0,0.0549,11,0,1.17e-05,0.0584
486,Flume - Never Be Like You (Disclosure Remix).mp3,Oliver Huntemann - Rotlicht.mp3,0.0442615145141723,0.03347946392852389,2,1,0.000925,0.23,10,0,0.901,0.0743
487,Justice - D.A.N.C.E.mp3,Dog Blood - BREAK LAW.mp3,0.044262147228851516,0.0464933237031687,6,0,0.0,0.278,2,1,0.00205,0.0373
488,Tchami - Missing You.mp3,Seven Lions - Strangers.mp3,0.044262610015316096,0.02339443762008255,8,1,0.00899,0.0564,0,0,1.6e-06,0.0394
489,Love Regenerator - CP-1.mp3,Disclosure - Stimulation.mp3,0.044273898934976665,0.007836243603265642,10,0,0.147,0.0553,7,1,0.573,0.158
490,Disclosure - Latch.mp3,Dog Blood - TURN OFF THE LIGHTS.mp3,0.04430078907564798,0.04952207630383824,1,1,0.000193,0.0919,11,0,0.7170000000000001,0.0594
491,Caribou - Can't Do Without You (Tale Of Us Remix).mp3,Dillon Francis - Masta Blasta (THE REBIRTH).mp3,0.044339735534851946,0.12222814771384673,9,0,0.82,0.0368,7,1,0.119,0.414
492,FISHER - You Little Beauty.mp3,Dog Blood - TURN OFF THE LIGHTS.mp3,0.04437849291192345,0.032584061232226014,6,0,0.452,0.0924,11,0,0.7170000000000001,0.0594
493,Corona - Rhythm Of The Night (Blonde Remix).mp3,Beyoncé - Drunk in Love.mp3,0.04440389873592422,0.1380215873015873,5,0,0.6659999999999999,0.034,5,0,0.00104,0.0468
494,ODESZA - Loyal.mp3,ODESZA - Bloom (Lane 8 Remix).mp3,0.0444287720565594,0.11972383116259723,2,1,0.7809999999999999,0.0745,2,1,0.904,0.0437
495,Daft Punk - One More Time (Capital People Remix).mp3,Schoolboy Q - 5200.mp3,0.044506371968502594,0.04017269841269837,2,1,0.0,0.133,4,1,0.0,0.413
496,Beyoncé - Drunk in Love.mp3,Travis Scott - SICKO MODE.mp3,0.044528216641643185,0.10696279368706693,5,0,0.00104,0.0468,8,1,0.0,0.222
497,ODESZA - Bloom (Lane 8 Remix).mp3,Tchami - Prophecy.mp3,0.04457668567327522,9.600307209819708e-05,2,1,0.904,0.0437,11,1,0.772,0.0487
498,Chris Lake - I Want You.mp3,Tchami - Missing You.mp3,0.04465011181086773,0.015902982209138727,11,0,0.35100000000000003,0.0712,8,1,0.00899,0.0564
499,Kanye West - Father Stretch My Hands Pt. 1.mp3,Wild Cherry - Play That Funky Music (Gordo Edit).mp3,0.04468983203664398,0.08806305708828527,7,1,0.0,0.0549,9,1,0.0,0.0619
500,The xx - Tides (Dixon Remix).mp3,Ekali - Unfaith.mp3,0.04469567699433037,0.08239479335726832,4,0,0.8170000000000001,0.0513,4,0,0.231,0.101
501,Beyoncé - Single Ladies (Put a Ring on It).mp3,Gesaffelstein - Hellifornia.mp3,0.0447544566669245,0.029051581052900437,1,1,0.0,0.29600000000000004,5,1,0.28800000000000003,0.0329
502,Tchami - Missing You.mp3,Drake - Get It Together.mp3,0.04477500272181247,0.0323954768272756,8,1,0.00899,0.0564,5,0,0.391,0.0514
503,Ekali - Unfaith.mp3,Porter Robinson - Easy.m4a,0.04480682252678877,0.031737350376597896,4,0,0.231,0.101,2,1,0.0,0.0426
504,Drake - Get It Together.mp3,Beyonce - Formation.mp3,0.04486198858339575,0.008567961563058571,5,0,0.391,0.0514,5,0,0.0,0.237
505,Dog Blood - TURN OFF THE LIGHTS.mp3,ODESZA - Say My Name (feat. Zyra).mp3,0.044924901544330216,0.11281378207356955,11,0,0.7170000000000001,0.0594,6,0,0.395,0.0479
506,Dillon Francis - Masta Blasta (THE REBIRTH).mp3,What So Not - Goh (AC Slater Remix).mp3,0.04501100165625169,0.12222814771384673,7,1,0.119,0.414,6,1,0.92,0.062
507,Four Tet - Planet.mp3,Justin Bieber - Yummy (Dance remix).wav,0.04501516868873708,0.03198882539682532,0,1,0.862,0.0747,9,0,0.0,0.0897
508,Wild Cherry - Play That Funky Music (Gordo Edit).mp3,Four Tet - Baby.mp3,0.045046956655521705,0.0326633650793651,9,1,0.0,0.0619,0,1,0.00325,0.248
509,Tchami - Prophecy.mp3,Billie Eilish - Everything I Wanted (Rauschhaus Edit).wav,0.04506236862059205,0.01593803174603171,11,1,0.772,0.0487,6,0,0.657,0.0994
510,FISHER - You Little Beauty.mp3,Beyonce - Formation.mp3,0.045117721049715134,0.016570191692766842,6,0,0.452,0.0924,5,0,0.0,0.237
511,RL Grime - Tell Me.mp3,Beyonce - Formation.mp3,0.04515005547984613,0.14827902858173594,5,0,0.489,0.0512,5,0,0.0,0.237
512,Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,Tchami - Prophecy.mp3,0.04517440900278141,0.008104642629613879,9,1,0.755,0.0378,11,1,0.772,0.0487
513,Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,ODESZA - Say My Name (feat. Zyra).mp3,0.045175129019788776,0.07783707669842152,9,1,0.755,0.0378,6,0,0.395,0.0479
514,Rufus Du Sol - Underwater (Adam Port Remix).mp3,Chris Lake - I Want You.mp3,0.04518484067256427,0.05924620390455523,11,1,0.785,0.0525,11,0,0.35100000000000003,0.0712
515,Hannah Wants  - Rhymes.mp3,Justin Martin - Don't Go (Dusky Remix).mp3,0.045193032881225996,0.023701573062922414,5,1,0.00315,0.0766,9,0,0.92,0.0595
516,Daft Punk - Aerodynamic.mp3,RL Grime - Pressure (Valentino Khan Remix).mp3,0.045207570672341005,0.02530471432523473,7,1,0.861,0.0524,2,1,0.284,0.174
517,Purple Disco Machine - Body Funk (Dom Dolla Remix).mp3,ODESZA - Bloom (Lane 8 Remix).mp3,0.04524170371955192,0.008007870777320094,9,1,0.755,0.0378,2,1,0.904,0.0437
518,Disclosure - When A Fire Starts To Burn.mp3,Sacha Robotti - Low Key Goddess.mp3,0.04525462139545367,0.0005486171620357897,7,1,0.00134,0.231,7,0,0.871,0.0417
519,Rufus Du Sol - Underwater (Adam Port Remix).mp3,Four Tet - Planet.mp3,0.045338519527424834,0.07598122288503241,11,1,0.785,0.0525,0,1,0.862,0.0747
520,Hot Since 82 - Veins.mp3,Daft Punk - One More Time (Capital People Remix).mp3,0.04536106931760752,0.007737904761904724,9,0,0.726,0.0547,2,1,0.0,0.133
521,Travis Scott - goosebumps.m4a,Skrillex - Midnight Hour.mp3,0.045406538067594274,0.032315166140119804,7,1,0.0,0.0484,0,1,0.000392,0.0685
522,Justice - D.A.N.C.E.mp3,Daft Punk - One More Time (Capital People Remix).mp3,0.0454874791879526,0.08876587178693092,6,0,0.0,0.278,2,1,0.0,0.133
