track_x,track_y,dist,bpm_inc
ODESZA - Memories That You Call (ODESZA & Golden Features VIP Remix).mp3,Justice - Genesis.mp3,0.019771215295151214,0.0251249412669257
Kanye West - Father Stretch My Hands Pt. 1.mp3,Daft Punk - Aerodynamic.mp3,0.01988833746927088,0.08678197509903798
Daft Punk - Aerodynamic.mp3,Kanye West - Father Stretch My Hands Pt. 1.mp3,0.01988833746927088,0.08678197509903798
Bonobo - Bambro Koyo Ganda.mp3,James Blake  - Limit To Your Love (Club remix).mp3,0.019997729697246114,0.06517490780657559
James Blake  - Limit To Your Love (Club remix).mp3,Bonobo - Bambro Koyo Ganda.mp3,0.019997729697246114,0.06517490780657559
M83 - Midnight City (Eric Prydz Remix).mp3,George Fitzgerald - Burns.mp3,0.020112828793963377,0.024299758857354893
George Fitzgerald - Burns.mp3,M83 - Midnight City (Eric Prydz Remix).mp3,0.020112828793963377,0.024299758857354893
Flume - You & Me.mp3,Flume - The Difference.mp3,0.02019191099089679,0.06547658695796985
Flume - The Difference.mp3,Flume - You & Me.mp3,0.02019191099089679,0.06547658695796985
Kanye West - Fade.mp3,Justice - Genesis.mp3,0.02035596199127428,0.10431328892997983
Justice - Genesis.mp3,Kanye West - Fade.mp3,0.02035596199127428,0.10431328892997983
FISHER - You Little Beauty.mp3,Tchami - Missing You.mp3,0.020378753585396907,0.024268673328655427
Tchami - Missing You.mp3,FISHER - You Little Beauty.mp3,0.020378753585396907,0.024268673328655427
Tchami - Prophecy.mp3,"Daft Punk - Harder, Better, Faster, Stronger.mp3",0.020446220680143727,0.012415468718364051
"Daft Punk - Harder, Better, Faster, Stronger.mp3",Tchami - Prophecy.mp3,0.020446220680143727,0.012415468718364051
Chris Lake - I Want You.mp3,RL Grime - Pressure (Valentino Khan Remix).mp3,0.020477442182032554,0.008031485984897006
RL Grime - Pressure (Valentino Khan Remix).mp3,Chris Lake - I Want You.mp3,0.020477442182032554,0.008031485984897006
Flume - Insane (Bishu Remix).mp3,Four Tet - Planet.mp3,0.020515614197501995,0.1305031972783758
Four Tet - Planet.mp3,Flume - Insane (Bishu Remix).mp3,0.020515614197501995,0.1305031972783758
RL Grime - Pressure (Valentino Khan Remix).mp3,Travis Scott - goosebumps.m4a,0.020525751793777497,0.032036631431927164
Travis Scott - goosebumps.m4a,RL Grime - Pressure (Valentino Khan Remix).mp3,0.020525751793777497,0.032036631431927164
Disclosure - When A Fire Starts To Burn.mp3,RL Grime - Pressure (Valentino Khan Remix).mp3,0.020572533463357395,0.016652144447671664
RL Grime - Pressure (Valentino Khan Remix).mp3,Disclosure - When A Fire Starts To Burn.mp3,0.020572533463357395,0.016652144447671664
Four Tet - Baby.mp3,Justice - Genesis.mp3,0.020586655038183195,0.0855238990218273
Justice - Genesis.mp3,Four Tet - Baby.mp3,0.020586655038183195,0.0855238990218273
Dillon Francis - Get Low.mp3,Dog Blood - BREAK LAW.mp3,0.020667994325007454,0.06889828075975175
Dog Blood - BREAK LAW.mp3,Dillon Francis - Get Low.mp3,0.020667994325007454,0.06889828075975175
Claptone - Cream.mp3,Bonobo - Bambro Koyo Ganda.mp3,0.02074431734516845,0.03885974480167596
Bonobo - Bambro Koyo Ganda.mp3,Claptone - Cream.mp3,0.02074431734516845,0.03885974480167596
Daft Punk - One More Time (Capital People Remix).mp3,RL Grime - Pressure (Valentino Khan Remix).mp3,0.020779346344233222,0.02409752380952381
RL Grime - Pressure (Valentino Khan Remix).mp3,Daft Punk - One More Time (Capital People Remix).mp3,0.020779346344233222,0.02409752380952381
Zhu - My Life (Kyle Watson Remix).mp3,Skrillex - Midnight Hour.mp3,0.02078539380200319,0.024061519452437802
Skrillex - Midnight Hour.mp3,Zhu - My Life (Kyle Watson Remix).mp3,0.02078539380200319,0.024061519452437802
ODESZA - Bloom (Lane 8 Remix).mp3,ODESZA - Say My Name (feat. Zyra).mp3,0.020793449023658084,0.08646825672762667
ODESZA - Say My Name (feat. Zyra).mp3,ODESZA - Bloom (Lane 8 Remix).mp3,0.020793449023658084,0.08646825672762667
Wild Cherry - Play That Funky Music (Gordo Edit).mp3,Skrillex - Midnight Hour.mp3,0.02095219132165513,0.023821206349206304
Skrillex - Midnight Hour.mp3,Wild Cherry - Play That Funky Music (Gordo Edit).mp3,0.02095219132165513,0.023821206349206304
Disclosure - Holding On.mp3,Childish Gambino - This Is America (remix).mp3,0.02099786679840717,5.644979194212115e-05
Childish Gambino - This Is America (remix).mp3,Disclosure - Holding On.mp3,0.02099786679840717,5.644979194212115e-05
Travis Scott - goosebumps.m4a,Kanye West - Father Stretch My Hands Pt. 1.mp3,0.02112718389836652,0.14998054612337308
Kanye West - Father Stretch My Hands Pt. 1.mp3,Travis Scott - goosebumps.m4a,0.02112718389836652,0.14998054612337308
Schoolboy Q - 5200.mp3,Dillon Francis - Need You.mp3,0.021228502160703787,0.14316592384848292
Dillon Francis - Need You.mp3,Schoolboy Q - 5200.mp3,0.021228502160703787,0.14316592384848292
Daft Punk - Aerodynamic.mp3,Rufus Du Sol - Underwater (Adam Port Remix).mp3,0.021343315823794097,0.041401165943600826
Rufus Du Sol - Underwater (Adam Port Remix).mp3,Daft Punk - Aerodynamic.mp3,0.021343315823794097,0.041401165943600826
Dillon Francis - Get Low.mp3,ODESZA - Say My Name (feat. Zyra).mp3,0.021444197565504138,0.13871705284412025
ODESZA - Say My Name (feat. Zyra).mp3,Dillon Francis - Get Low.mp3,0.021444197565504138,0.13871705284412025
Beyonce - Formation.mp3,Childish Gambino - This Is America (remix).mp3,0.02145670962668867,0.016766967843497384
Childish Gambino - This Is America (remix).mp3,Beyonce - Formation.mp3,0.02145670962668867,0.016766967843497384
FISHER - You Little Beauty.mp3,A$AP Ferg - Work (DJZA Tech House Remix).wav,0.021536233956953952,0.00764038095238091
A$AP Ferg - Work (DJZA Tech House Remix).wav,FISHER - You Little Beauty.mp3,0.021536233956953952,0.00764038095238091
"Daft Punk - Harder, Better, Faster, Stronger.mp3",Dillon Francis - Need You.mp3,0.021559799985390003,0.10283938157036822
Dillon Francis - Need You.mp3,"Daft Punk - Harder, Better, Faster, Stronger.mp3",0.021559799985390003,0.10283938157036822
Bicep - Just.mp3,Four Tet - Baby.mp3,0.021615912318620208,0.058865685571907196
Four Tet - Baby.mp3,Bicep - Just.mp3,0.021615912318620208,0.058865685571907196
Beyonce - Formation.mp3,Jack U - Mind (Malaa remix).mp3,0.021637381480799068,0.00886210091336935
Jack U - Mind (Malaa remix).mp3,Beyonce - Formation.mp3,0.021637381480799068,0.00886210091336935
Skrillex - Midnight Hour.mp3,Hannah Wants  - Rhymes.mp3,0.02226887748677121,8.7316833097921e-05
Hannah Wants  - Rhymes.mp3,Skrillex - Midnight Hour.mp3,0.02226887748677121,8.7316833097921e-05
ODESZA - Bloom (Lane 8 Remix).mp3,Justice - D.A.N.C.E.mp3,0.02260331307642185,0.10601247621997076
Justice - D.A.N.C.E.mp3,ODESZA - Bloom (Lane 8 Remix).mp3,0.02260331307642185,0.10601247621997076
Disclosure - Latch.mp3,Beyoncé - Drunk in Love.mp3,0.02287094090246778,0.147918613611398
Beyoncé - Drunk in Love.mp3,Disclosure - Latch.mp3,0.02287094090246778,0.147918613611398
What So Not - Goh (AC Slater Remix).mp3,Dog Blood - TURN OFF THE LIGHTS.mp3,0.023054227559604748,0.009156028025338372
Dog Blood - TURN OFF THE LIGHTS.mp3,What So Not - Goh (AC Slater Remix).mp3,0.023054227559604748,0.009156028025338372
J Balvin - Mi Gente.mp3,Justice - D.A.N.C.E.mp3,0.023108327971439552,0.07675378004744707
Justice - D.A.N.C.E.mp3,J Balvin - Mi Gente.mp3,0.023108327971439552,0.07675378004744707
Flume - You & Me.mp3,Beyoncé - Drunk in Love.mp3,0.023169632327998808,0.07212740127115613
Beyoncé - Drunk in Love.mp3,Flume - You & Me.mp3,0.023169632327998808,0.07212740127115613
Hot Since 82 - Veins.mp3,Travis Scott - goosebumps.m4a,0.0232167298112346,0.04879071605416182
Travis Scott - goosebumps.m4a,Hot Since 82 - Veins.mp3,0.0232167298112346,0.04879071605416182
Ekali - Unfaith.mp3,Travis Scott - goosebumps.m4a,0.023294358176615924,0.015386508162308089
Travis Scott - goosebumps.m4a,Ekali - Unfaith.mp3,0.023294358176615924,0.015386508162308089
The xx - Tides (Dixon Remix).mp3,ODESZA - Say My Name (feat. Zyra).mp3,0.023344617244016496,0.060409568180237835
ODESZA - Say My Name (feat. Zyra).mp3,The xx - Tides (Dixon Remix).mp3,0.023344617244016496,0.060409568180237835
Justice - Genesis.mp3,Bicep - Just.mp3,0.023423698169935572,0.025176199222587573
Bicep - Just.mp3,Justice - Genesis.mp3,0.023423698169935572,0.025176199222587573
Justice - D.A.N.C.E.mp3,Dillon Francis - Need You.mp3,0.02344312587555795,0.009413992372343959
Dillon Francis - Need You.mp3,Justice - D.A.N.C.E.mp3,0.02344312587555795,0.009413992372343959
What So Not - Goh (AC Slater Remix).mp3,A$AP Ferg - Work (DJZA Tech House Remix).wav,0.023459391917732105,0.0500000004063493
A$AP Ferg - Work (DJZA Tech House Remix).wav,What So Not - Goh (AC Slater Remix).mp3,0.023459391917732105,0.0500000004063493
Disclosure - When A Fire Starts To Burn.mp3,A$AP Ferg - Work (DJZA Tech House Remix).wav,0.023463332760702445,0.007323428571428517
A$AP Ferg - Work (DJZA Tech House Remix).wav,Disclosure - When A Fire Starts To Burn.mp3,0.023463332760702445,0.007323428571428517
FISHER - You Little Beauty.mp3,Four Tet - Only Human.mp3,0.023701774655650633,0.024292869413728862
Four Tet - Only Human.mp3,FISHER - You Little Beauty.mp3,0.023701774655650633,0.024292869413728862
Kanye West - Father Stretch My Hands Pt. 1.mp3,Justin Martin - Don't Go (Dusky Remix).mp3,0.02370351283580485,0.08828522920203744
Justin Martin - Don't Go (Dusky Remix).mp3,Kanye West - Father Stretch My Hands Pt. 1.mp3,0.02370351283580485,0.08828522920203744
Bonobo - Bambro Koyo Ganda.mp3,Linkin Park - In The End.mp3,0.023738388801866326,0.0986751376696499
Linkin Park - In The End.mp3,Bonobo - Bambro Koyo Ganda.mp3,0.023738388801866326,0.0986751376696499
Kanye West - Fade.mp3,Bicep - Just.mp3,0.023759454115498013,0.1321157002962319
Bicep - Just.mp3,Kanye West - Fade.mp3,0.023759454115498013,0.1321157002962319
Wild Cherry - Play That Funky Music (Gordo Edit).mp3,Dillon Francis - Need You.mp3,0.023780639851874882,0.09901550539920152
Dillon Francis - Need You.mp3,Wild Cherry - Play That Funky Music (Gordo Edit).mp3,0.023780639851874882,0.09901550539920152
Four Tet - Baby.mp3,Disclosure - When A Fire Starts To Burn.mp3,0.024021355785409187,0.025155710459224913
Disclosure - When A Fire Starts To Burn.mp3,Four Tet - Baby.mp3,0.024021355785409187,0.025155710459224913
RL Grime - Pressure (Valentino Khan Remix).mp3,Dog Blood - TURN OFF THE LIGHTS.mp3,0.024021563936708436,0.015990540583436616
Dog Blood - TURN OFF THE LIGHTS.mp3,RL Grime - Pressure (Valentino Khan Remix).mp3,0.024021563936708436,0.015990540583436616
Disclosure - When A Fire Starts To Burn.mp3,Dog Blood - BREAK LAW.mp3,0.024085096493015355,0.14773042946830373
Dog Blood - BREAK LAW.mp3,Disclosure - When A Fire Starts To Burn.mp3,0.024085096493015355,0.14773042946830373
Marvin Gaye - Sexual Healing (Kygo Remix).mp3,T-Pain - I'm Sprung.mp3,0.024087447342848817,0.009960896480683212
T-Pain - I'm Sprung.mp3,Marvin Gaye - Sexual Healing (Kygo Remix).mp3,0.024087447342848817,0.009960896480683212
Travis Scott - goosebumps.m4a,Daft Punk - One More Time (Capital People Remix).mp3,0.024125363063793974,0.056906158730158786
Daft Punk - One More Time (Capital People Remix).mp3,Travis Scott - goosebumps.m4a,0.024125363063793974,0.056906158730158786
Love Regenerator - CP-1.mp3,A$AP Ferg - Work (DJZA Tech House Remix).wav,0.024148689299747988,0.04021333333333337
A$AP Ferg - Work (DJZA Tech House Remix).wav,Love Regenerator - CP-1.mp3,0.024148689299747988,0.04021333333333337
Dillon Francis - Get Low.mp3,Polo & Pan - Zoom Zoom.mp3,0.02418472099488871,0.07478484729210771
Polo & Pan - Zoom Zoom.mp3,Dillon Francis - Get Low.mp3,0.02418472099488871,0.07478484729210771
Flume - Insane (Bishu Remix).mp3,Skrillex - Midnight Hour.mp3,0.024213543964522185,0.13952188080458497
Skrillex - Midnight Hour.mp3,Flume - Insane (Bishu Remix).mp3,0.024213543964522185,0.13952188080458497
FISHER - You Little Beauty.mp3,Jack U - Mind (Malaa remix).mp3,0.02424627549788164,0.00764038095238091
Jack U - Mind (Malaa remix).mp3,FISHER - You Little Beauty.mp3,0.02424627549788164,0.00764038095238091
Beyoncé - Single Ladies (Put a Ring on It).mp3,Juelz - Defqon Bounce.mp3,0.024304083747470923,0.007505364695097827
Juelz - Defqon Bounce.mp3,Beyoncé - Single Ladies (Put a Ring on It).mp3,0.024304083747470923,0.007505364695097827
Kid Cudi - Pursuit of Happiness.mp3,Travis Scott - goosebumps.m4a,0.02447824348202695,0.12814351518516273
Travis Scott - goosebumps.m4a,Kid Cudi - Pursuit of Happiness.mp3,0.02447824348202695,0.12814351518516273
Love Regenerator - CP-1.mp3,FISHER - You Little Beauty.mp3,0.02449689240828167,0.032325969658109396
FISHER - You Little Beauty.mp3,Love Regenerator - CP-1.mp3,0.02449689240828167,0.032325969658109396
Justice - Genesis.mp3,Hannah Wants  - Rhymes.mp3,0.02452464712861521,0.07632309598052195
Hannah Wants  - Rhymes.mp3,Justice - Genesis.mp3,0.02452464712861521,0.07632309598052195
Tchami - Missing You.mp3,Four Tet - Baby.mp3,0.024548228136795802,0.000551198462943773
Four Tet - Baby.mp3,Tchami - Missing You.mp3,0.024548228136795802,0.000551198462943773
Chrome Sparks - Wake.mp3,Daft Punk - Aerodynamic.mp3,0.024633479721149647,0.024208938556797264
Daft Punk - Aerodynamic.mp3,Chrome Sparks - Wake.mp3,0.024633479721149647,0.024208938556797264
Ginuwine - Pony.mp3,Zhu - Exhale.mp3,0.024714179021082867,0.014565846340679266
Zhu - Exhale.mp3,Ginuwine - Pony.mp3,0.024714179021082867,0.014565846340679266
Flume - Never Be Like You (Disclosure Remix).mp3,Dog Blood - BREAK LAW.mp3,0.024774534448708734,0.1110246865566605
Dog Blood - BREAK LAW.mp3,Flume - Never Be Like You (Disclosure Remix).mp3,0.024774534448708734,0.1110246865566605
ODESZA - Bloom (Lane 8 Remix).mp3,Rufus Du Sol - Underwater (Adam Port Remix).mp3,0.024792584412257273,0.05914452277657258
Rufus Du Sol - Underwater (Adam Port Remix).mp3,ODESZA - Bloom (Lane 8 Remix).mp3,0.024792584412257273,0.05914452277657258
Justice - D.A.N.C.E.mp3,Rufus Du Sol - Underwater (Adam Port Remix).mp3,0.02487731296394801,0.04425076317303017
Rufus Du Sol - Underwater (Adam Port Remix).mp3,Justice - D.A.N.C.E.mp3,0.02487731296394801,0.04425076317303017
Kid Cudi - Pursuit of Happiness.mp3,RL Grime - Pressure (Valentino Khan Remix).mp3,0.024926386323979404,0.09312351986953164
RL Grime - Pressure (Valentino Khan Remix).mp3,Kid Cudi - Pursuit of Happiness.mp3,0.024926386323979404,0.09312351986953164
ODESZA - Loyal.mp3,"Daft Punk - Harder, Better, Faster, Stronger.mp3",0.024951277389252433,0.13351690625632734
"Daft Punk - Harder, Better, Faster, Stronger.mp3",ODESZA - Loyal.mp3,0.024951277389252433,0.13351690625632734
Justin Martin - Don't Go (Dusky Remix).mp3,Daft Punk - Aerodynamic.mp3,0.0249955550440522,0.0013832158955916234
Daft Punk - Aerodynamic.mp3,Justin Martin - Don't Go (Dusky Remix).mp3,0.0249955550440522,0.0013832158955916234
Kid Cudi - Pursuit of Happiness.mp3,Hot Since 82 - Veins.mp3,0.025061145451377564,0.07566123337699623
Hot Since 82 - Veins.mp3,Kid Cudi - Pursuit of Happiness.mp3,0.025061145451377564,0.07566123337699623
Galantis - Runaway (U&I).mp3,Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,0.025079572199298725,0.024065015873015835
Bell Biv DeVoe - Poison (RIFFA Bootleg).wav,Galantis - Runaway (U&I).mp3,0.025079572199298725,0.024065015873015835
